dictionary,dimension,pole,term,normalized_term,ngram_length,weight,match_type,corpus_match_count,negated_match_count,document_frequency,document_frequency_pct,company_frequency,company_frequency_pct,sector_frequency,sectors_hit,top_cooccurring_dimensions,pmi_own_dimension,pmi_best_other_dimension,best_other_dimension,distinctiveness_pmi_margin,example_snippets
mined,b11,negative,fair market,fair market,2,0.514,"word-boundary regex, hyphen/space flexible, case-insensitive",11,1,12,0.006,9,17.31,2,Asset Management/Other; Financials,b06:12; b07:7; b02:6,4.136,2.708,b06,1.428,"about elevating black individuals and making sure they have fair market pay, but that has not happened, a colleague (black woman) h | eener pastures.  state street fails to pay their employees fair market value and stifles growth of the ambitious. unfortunately ne | efits. great people to work with.. salaries are a bit below fair market value. quite a bit of red tape.. "
mined,b11,negative,the rule,the rule,2,0.513,"word-boundary regex, hyphen/space flexible, case-insensitive",13,3,16,0.008,12,23.08,2,Asset Management/Other; Financials,b08:10; b02:9; b07:9,4.136,2.061,b12,2.075,"e course across finance but this company is no exception to the rule..  | ertime, and you're looking at a lot of 9-10 hour days, more the rule than an exception. don't expect a personal life unless you  | d learning experience.. long hours and heavy workloads more the rule then the exception on certain teams. not really much of any"
mined,b11,negative,a complaint,a complaint,2,0.512,"word-boundary regex, hyphen/space flexible, case-insensitive",10,5,15,0.0075,11,21.15,2,Asset Management/Other; Financials,b06:7; b07:7; b02:5,4.136,1.609,b06,2.527,"my job. but the standard line from resolutions if there was a complaint was typically to blame the supplier rather than take any in |  the bus even if you did nothing wrong just so they can pin a complaint on your u4..  | ould expect. really ahead of work/life balance.. not really a complaint, since it had no effect on our work or daily responsibiliti"
mined,b11,negative,repercussions,repercussions,1,0.511,"word-boundary regex, hyphen/space flexible, case-insensitive",12,14,26,0.013,14,26.92,2,Asset Management/Other; Financials,b07:17; b08:16; b06:14,4.136,2.296,b01,1.84,"lowed by emoloyees is repulsive. there are no guidelines on repercussions, so everything is left to management's discretion, hopefull | e on this team where people are favored over others, so the repercussions are demoralising.  | oyees safety and client needs. i think there will be future repercussions for companies that did not treat their employees well durin"
mined,b11,negative,unclear strategy,unclear strategy,2,0.51,"word-boundary regex, hyphen/space flexible, case-insensitive",15,1,16,0.008,10,19.23,2,Asset Management/Other; Financials,b07:16; b10:8; b08:6,4.136,2.236,b10,1.9,"pany number of european locations. politics a lot of change unclear strategy poor remuneration expect a restructure at least once a year | ld blame culture  too much work for the amount of people unclear strategy and direction  unclear career paths and development (in co | ood junior culture; rough partner group (with 2 exceptions) unclear strategy or at least they don't follow the strategy they articulate "
mined,b11,negative,own rules,own rules,2,0.509,"word-boundary regex, hyphen/space flexible, case-insensitive",15,3,18,0.009,10,19.23,2,Asset Management/Other; Financials,b08:9; b10:7; b02:7,4.136,1.873,b10,2.263,"ng practices. senior leadership doesn't even abide by their own rules..  | amazing office. longstanding employees tend to impose their own rules.  | in employees' judgment •some managers seem to make up their own rules, with no consistency or accountability •the culture heavily"
mined,b11,negative,business practices,business practices,2,0.508,"word-boundary regex, hyphen/space flexible, case-insensitive",61,7,66,0.0329,21,40.38,2,Asset Management/Other; Financials,b06:66; b07:30; b08:24,4.136,2.708,b06,1.428,r had during my tenure. i also got good exposure to lots of business practices and met some great people both in the industry and out.. ev | y ethical company.  beginning to implement more sustainable business practices.  flexable work environment.. compensation not as competiti | ys willing to help with any questions you might have on the business practices or financial planning itself.. sometimes not everyone is in
mined,b11,negative,scandals,scandals,1,0.507,"word-boundary regex, hyphen/space flexible, case-insensitive",26,5,30,0.015,10,19.23,2,Asset Management/Other; Financials,b02:15; b07:15; b06:13,4.136,1.867,b01,2.269,"ness, it isn't just an add-on business.. brutal technology, scandals of the gfc era make compliance focus on lowest common denom | madison ave). people were great.. the bank could not escape scandals..  | o home culture. no pretentious bells and whistles. previous scandals affected financial performance. "
mined,b11,negative,overly corporate,overly corporate,2,0.507,"word-boundary regex, hyphen/space flexible, case-insensitive",11,0,11,0.0055,7,13.46,2,Asset Management/Other; Financials,b07:5; b08:5; b04:4,4.136,1.611,b04,2.525,"t communication could be more transparent. culture can feel overly corporate and political at times..  | nt,  no interest in furthering employee on-the-job skills. overly corporate sometimes and very slow-moving on technology and little sta | good company. great place to start your career. overly corporate environment with a lot of office politices.. "
mined,b11,negative,discretion,discretion,1,0.507,"word-boundary regex, hyphen/space flexible, case-insensitive",86,4,89,0.0444,19,36.54,2,Asset Management/Other; Financials,b08:45; b07:43; b02:38,4.136,1.413,b01,2.723," it was never said. secondly expect your quarterly ""manager discretion"" bonuses to drop because you were honest.  lastly - amund | manager discretion. business tries hard to promote good values and is very muc | e available 24/7  would have very little confidence in the discretion or professionalism of some hr staff. "
mined,b11,negative,cutbacks,cutbacks,1,0.506,"word-boundary regex, hyphen/space flexible, case-insensitive",30,1,31,0.0155,17,32.69,2,Asset Management/Other; Financials,b02:22; b07:18; b06:16,4.136,1.754,b06,2.382,"es to work from home 2 or 3 days a week.. they are a lot of cutbacks going on and there isn't much job security.  there doesn't  | rs: two rounds of layoffs, office consolidation, and budget cutbacks have impacted morale.  - highly regulated environment can p | ortunities in certain growing locations. internal politics, cutbacks, can be too america-centric. very few opportunities in some"
mined,b11,negative,the behavior,the behavior,2,0.505,"word-boundary regex, hyphen/space flexible, case-insensitive",11,1,11,0.0055,11,21.15,2,Asset Management/Other; Financials,b07:9; b08:6; b06:5,4.136,2.15,b09,1.986,"julius baer as an employer. the company culture and the behavior, kindness and helpfulness of the employees. family culture  | disappointed in the behavior of prior tax pros in the office. many knowledgeable tax pro | r for many reasons but being competitive is one for sure.   the behavior allowed by emoloyees is repulsive. there are no guidelines "
mined,b11,negative,practices,practices,1,0.505,"word-boundary regex, hyphen/space flexible, case-insensitive",754,75,772,0.3849,42,80.77,2,Asset Management/Other; Financials,b07:351; b06:328; b08:303,4.136,1.495,b12,2.641,"ern. good culture exposure to various clients and different practices. not much focused learning or training..  | work environment, friendly superiors, known for its ethical practices, if you are looking for stability or as the last job before | development can be silo-ed. you will learn some of the best practices in terms of process, checking, and review. roles are very d"
mined,b11,negative,poor behaviour,poor behaviour,2,0.503,"word-boundary regex, hyphen/space flexible, case-insensitive",5,2,6,0.003,6,11.54,1,Financials,b08:5; b09:4; b07:3,4.136,2.703,b09,1.433,"ing with respect is key. the company has zero tolerance for poor behaviour. during my time, i never experienced any poor behaviour and | poor behaviour from management. bnym good company, with great benefits suc |  insurance, share schemes etc.), interesting project work.. poor behaviour  (including selfish, bullying, aggressive behaviour) of som"
mined,b11,negative,situations,situations,1,0.5,"word-boundary regex, hyphen/space flexible, case-insensitive",247,16,253,0.1262,33,63.46,2,Asset Management/Other; Financials,b07:133; b08:111; b06:98,4.136,1.76,b01,2.376,"people don't get upset when people mess up in high pressure situations. if you can't handle tight timelines and high workload, tha | et encouraged, general lack of micro-mangement. thrown into situations or projects quickly with little foresight.  | ing in the first 2 months. but there is thrill only in such situations. additionally, because of cross-border nature of the work/ "
mined,b11,negative,too many rules,too many rules,3,0.499,"word-boundary regex, hyphen/space flexible, case-insensitive",11,2,13,0.0065,11,21.15,2,Asset Management/Other; Financials,b04:13; b02:3; b10:3,4.136,3.07,b04,1.066,"too trusty. new office with mice, cannot eat at your cube...too many rules! step into the 50s, too dressy!. feel like you are in the  | excellent opportunity. learning - resources and the people. too many rules, rigid policies, even for small things.  | ost of the managers are easy going. they do not really have too many rules in the office. well, some of them do not know /care what th"
mined,b11,negative,limited guidance,limited guidance,2,0.499,"word-boundary regex, hyphen/space flexible, case-insensitive",4,2,6,0.003,5,9.62,2,Asset Management/Other; Financials,b02:4; b07:2; b10:2,4.136,1.651,b10,2.485," find a way to generate your own leads with limited budget, limited guidance, limited interaction with peers and management. you have to | o risk management; i learned nothing substantial from it 3. limited guidance from team members who were unfamiliar with key aspects of t | lean working structure with limited guidance. if you ask for it, you will get the tools/resources to hel"
mined,b11,negative,too strict,too strict,2,0.498,"word-boundary regex, hyphen/space flexible, case-insensitive",32,3,35,0.0175,14,26.92,2,Asset Management/Other; Financials,b02:8; b06:8; b07:8,4.136,1.059,b01,3.077,"ed many professional skills and knowledge. atmosphere a bit too strict.  | ical.. some people didn’t like the cio. they thought he was too strict..  | he one who adheres to the metrics  goals for employees are too strict, especially in the call center. "
mined,b11,negative,mistakes,mistakes,1,0.498,"word-boundary regex, hyphen/space flexible, case-insensitive",310,60,342,0.1705,40,76.92,2,Asset Management/Other; Financials,b07:173; b08:151; b02:133,4.136,1.73,b12,2.406,"ions good pay. demanding job fast paced little tolerance on mistakes.  | efits. ceo super down to earth. everyone has anxiety, small mistakes can get you fired, the way lower level employees are treate | -home during personal emergencies.  recognition is limited. mistakes are often highlighted with pride, while more frequent and f"
mined,b11,negative,unprofessional behavior,unprofessional behavior,2,0.498,"word-boundary regex, hyphen/space flexible, case-insensitive",14,5,19,0.0095,12,23.08,2,Asset Management/Other; Financials,b08:12; b07:12; b12:7,4.136,2.298,b12,1.838," miller. there are no pros to say. heir poor communication, unprofessional behavior, and complete lack of transparency.  | there are some very intelligent people also who work here.. unprofessional behavior, incompetent management, borderline unethical, lots of egos | l . nothings to have in this company.. the company exhibits unprofessional behavior and has a stifling work culture. it fails to prioritize emp"
mined,b11,negative,unfair treatment,unfair treatment,2,0.497,"word-boundary regex, hyphen/space flexible, case-insensitive",29,5,34,0.017,17,32.69,2,Asset Management/Other; Financials,b08:14; b09:12; b07:10,4.136,1.785,b09,2.351," management were all respectful.. lots of cliques, a lot of unfair treatment. definitely a lot of favoritism and coo did not try to cove | kers are dedicated. long work hours, poor management style, unfair treatment of subordinates.  | hierachy. free breakfast and lunch provided. unfair treatment when reporting to office manager. "
mined,b11,negative,excuses,excuses,1,0.497,"word-boundary regex, hyphen/space flexible, case-insensitive",73,10,80,0.0399,24,46.15,2,Asset Management/Other; Financials,b02:45; b07:38; b08:35,4.136,1.867,b01,2.269,"time for payment, they take forever to pay and come up with excuses on why payment is not coming in when it's time..  | mistakes they made and try to improve --  instead a million excuses were made to justify the outcome 4) if you enjoy playing p | favorable feedback or complains even from clients, a lot of excuses were made instead of really evaluating and reflecting on ho"
mined,b11,negative,behaviours,behaviours,1,0.497,"word-boundary regex, hyphen/space flexible, case-insensitive",45,7,48,0.0239,18,34.62,2,Asset Management/Other; Financials,b08:23; b07:22; b09:19,4.136,1.951,b09,2.185,"real effort to retain female talent (no flexibility, sexist behaviours, alpha male attitudes everywhere). as a result, so many tal | unfortunately the hr leader doesn't do anything about these behaviours..  | good place to work but going through change. a great set of behaviours which they use as the basis to set the tone of their intern"
mined,b12,positive,inclusive culture,inclusive culture,2,1.762,"word-boundary regex, hyphen/space flexible, case-insensitive",237,5,232,0.1157,31,59.62,2,Asset Management/Other; Financials,b07:82; b02:63; b08:52,3.739,0.863,b11,2.876,"inclusive culture, great internship programme. extremely inclusive culture- s | m&amp;g plc 6 year employee. incredibly inclusive culture. very hard working management.. find it hard to critique th | summer internship. very inclusive culture with people who are happy to help. slow moving and lack tra"
mined,b12,positive,inclusive environment,inclusive environment,2,1.728,"word-boundary regex, hyphen/space flexible, case-insensitive",125,6,131,0.0653,31,59.62,2,Asset Management/Other; Financials,b07:45; b02:31; b08:30,3.739,1.243,b01,2.496,"good for the exposure only.. very inclusive environment where they tend to have events to bring people together, re | relaxed and refreshing place to work. open and inclusive environment, mutual respect amongst everyone (no one thinking they're b | ent covid climate with more working from home.. cliquey non-inclusive environment. you're fine if your face fits - if not, there is always t"
mined,b12,positive,diverse workforce,diverse workforce,2,1.723,"word-boundary regex, hyphen/space flexible, case-insensitive",86,5,90,0.0449,25,48.08,2,Asset Management/Other; Financials,b07:35; b08:29; b02:24,3.739,1.551,b11,2.188,"interesting work, respectful culture. diverse workforce, interesting business domain, great teams. can be a bit har | mpany with good culture. good people, interesting work, and diverse workforce.. limited room for growth opportunities..  | nice company. very nice office and good salary. not a very diverse workforce in tech. "
mined,b12,positive,a diverse workforce,a diverse workforce,3,1.628,"word-boundary regex, hyphen/space flexible, case-insensitive",13,2,15,0.0075,13,25.0,2,Asset Management/Other; Financials,b07:8; b05:5; b02:5,3.739,1.814,b11,1.925," gender friendly work environment and that they are open to a diverse workforce. but the truth is if you're not a heterosexual white male,  | ink they have de&amp;i issues at the sydney office. there's a diverse workforce but the majority of senior people who hold power are usuall | n - full of bloat and always reshuffling. good benefits and a diverse workforce.. a lot will depend on what org you are in but in general: "
mined,b12,positive,equal opportunities,equal opportunities,2,1.602,"word-boundary regex, hyphen/space flexible, case-insensitive",31,8,38,0.0189,18,34.62,2,Asset Management/Other; Financials,b07:38; b08:13; b04:12,3.739,1.87,b07,1.869,"r growth discrimination against nationality and gender (no equal opportunities).  |  main success criteria is to cut costs and no investment in equal opportunities..  |  an incredibly rewarding experience. i truly appreciate the equal opportunities provided to connect with both stakeholders and senior leade"
mined,b12,positive,very inclusive,very inclusive,2,1.583,"word-boundary regex, hyphen/space flexible, case-insensitive",162,15,175,0.0873,33,63.46,2,Asset Management/Other; Financials,b07:51; b08:32; b05:27,3.739,0.644,b01,3.095,"good for the exposure only.. very inclusive environment where they tend to have events to bring people  | overview. very inclusive, rewarding and a supportive work atmosphere. few company pr | good working culture. very inclusive work culture with supportive managers.. nothing to dislike "
mined,b12,positive,inclusion,inclusion,1,1.499,"word-boundary regex, hyphen/space flexible, case-insensitive",776,43,779,0.3884,42,80.77,2,Asset Management/Other; Financials,b07:319; b08:283; b02:245,3.739,1.461,b11,2.278,"ore important than actual production  - diversity and and inclusion initiative is bs. rampant racism. you're a second rate citi | bbatical. no leaves &amp; limited opportunity to travel, no inclusion in salary adjustment for inflation for contractual employee | uly refreshing. 1. the people 2. the company perks 3. the inclusion. nothing to highlight. maybe compensation.. "
mined,b12,positive,very diverse,very diverse,2,1.313,"word-boundary regex, hyphen/space flexible, case-insensitive",212,44,251,0.1252,29,55.77,2,Asset Management/Other; Financials,b07:94; b08:70; b02:69,3.739,0.539,b01,3.2,"nd good work life balance. poor promotions and bonuses not very diverse.  | nice company. very nice office and good salary. not a very diverse workforce in tech.  | flexible schedule is about the only benefit remaining. very diverse teams spanning numerous timezones. flexible hours, as long "
mined,b12,positive,diversity and inclusion,diversity and inclusion,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",388,17,390,0.1945,37,71.15,2,Asset Management/Other; Financials,b07:157; b08:154; b06:125,3.739,1.506,b11,2.233,. good level of management support to juniors. conscious of diversity and inclusion trends.. working experience is very team dependent. my team | t competitive compared to market average. sadly the lack of diversity and inclusion is quite clear..  | eat work culture 2) friendly and approachable colleagues 3) diversity and inclusion. 1) initial designation staff is not given much respect 2) 
mined,b12,positive,women in leadership,women in leadership,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",18,3,20,0.01,13,25.0,2,Asset Management/Other; Financials,b08:10; b06:8; b07:7,3.739,1.418,b05,2.321,great investments and name recognition. great benefits!. no women in leadership positions. senior positions seem to only go to people who w | ort from leaders.   great environment to work within.. less women in leadership than men.   definitely an old boys network with some advanc | . flexible management. diversity issues and last of diverse women in leadership. resistant to change.. 
mined,b12,positive,welcoming to everyone,welcoming to everyone,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
mined,b12,positive,diverse leadership team,diverse leadership team,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",1,0,1,0.0005,1,1.92,1,Financials,b08:1; b10:1,3.739,3.236,b10,0.503,. the company has good benefits for their employees. a more diverse leadership team would make a huge difference. listen to your employees and 
mined,b12,positive,belonging,belonging,1,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",36,2,37,0.0184,19,36.54,2,Asset Management/Other; Financials,b07:15; b02:14; b04:11,3.739,2.386,b11,1.353,"y ""under pressure"" due to press media - typical jb sense of belonging has suffered somewhat since many ubs/cs colleagues joined l | deputy and line manager 4. wonderful people 5. a feeling of belonging. 1. low salary compared to average (no opportunity to negot | great superior, sense of belonging and meaningful work. - i get great flexibility in my job -"
mined,b12,positive,celebrates differences,celebrates differences,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
mined,b12,positive,diversity,diversity,1,0.885,"word-boundary regex, hyphen/space flexible, case-insensitive",2748,591,3089,1.5403,48,92.31,2,Asset Management/Other; Financials,b07:1100; b08:1018; b02:948,3.739,1.027,b11,2.712,"investor relations analyst. exposure to a diversity of sectors and investment strategies, access to a broad and | best in class investment platform. diversity of thinking excellence throughout unique network. excellenc | culture at the top is beyond toxic. pg preaches things like diversity and care for employees but don’t fall for it. after some ti"
mined,b12,positive,diverse opportunities,diverse opportunities,2,0.781,"word-boundary regex, hyphen/space flexible, case-insensitive",29,0,28,0.014,12,23.08,2,Asset Management/Other; Financials,b07:28; b02:17; b03:9,3.739,1.87,b07,1.869," reasonable work-life balance for most roles. size presents diverse opportunities.. incredibly slow decision making. lack of technical leader | biggest not the best. many good people and diverse opportunities. lots of posturing and pretending in lieu of being real.  | road opportunities. long established, genuinely global, and diverse opportunities.. salaries tend not to be the highest for similar roles at "
mined,b12,positive,diverse workplace,diverse workplace,2,0.771,"word-boundary regex, hyphen/space flexible, case-insensitive",18,3,21,0.0105,14,26.92,2,Asset Management/Other; Financials,b08:21; b06:9; b07:9,3.739,2.378,b08,1.361,"amundi us, inc. review. diverse workplace, good internship program, international organization. somet | ent (relatively flat structure) - good benefits package - diverse workplace and keen participant in graduate/intern/placement/apprentic | t for workplace diversity, but in my experience it is not a diverse workplace.. this company's structure is so similar to a pyramid schem"
mined,b12,positive,diverse working,diverse working,2,0.768,"word-boundary regex, hyphen/space flexible, case-insensitive",15,0,15,0.0075,9,17.31,2,Asset Management/Other; Financials,b02:8; b07:4; b09:3,3.739,1.267,b02,2.472,"reliable and diverse working space. okay salary and stable position.. four days in the o | data engineer. good compensation, diverse working environment. convoluted team structures, poor management.  | operations. flat structure, diverse working culture, two-way communication, free to express opinions. n"
mined,b12,positive,the diversity,the diversity,2,0.764,"word-boundary regex, hyphen/space flexible, case-insensitive",58,5,62,0.0309,20,38.46,2,Asset Management/Other; Financials,b07:32; b08:30; b02:21,3.739,1.819,b01,1.919,"r. they hired a number of women recently to try to increase the diversity but have issues retaining them. not flexible, not parent -  | nice environment, but a bit dull. the diversity and inclusion is amazing! great benefits (holidays, pension | me interesting projects. extremely political and cutthroat: the diversity and inclusion efforts are merely a facade to save face. the"
mined,b12,positive,cultural diversity,cultural diversity,2,0.76,"word-boundary regex, hyphen/space flexible, case-insensitive",33,5,35,0.0175,14,26.92,2,Asset Management/Other; Financials,b07:13; b02:12; b08:9,3.739,1.381,b01,2.358,"service coach. great benefits. cultural diversity and respect. leadership that seems to care about employees. | cleint services. pleasant working condition and cultural diversity. packages not up to insutry std.  | . not the smartest or hungriest of people/culture. lacking cultural diversity. bureaucratic. detrimental industry.. "
mined,b12,positive,diverse culture,diverse culture,2,0.751,"word-boundary regex, hyphen/space flexible, case-insensitive",98,1,98,0.0489,21,40.38,2,Asset Management/Other; Financials,b02:28; b07:26; b08:21,3.739,1.033,b01,2.706,"at least for swiss people. lots of great talent around you, diverse culture, somewhat within/above market pay range, good compensation  | avp-finance. good pay and diverse culture. lots of internal politics/red tape..  | t. rowe price- money in. diverse culture, constant moral builders, team building activities, collabo"
mined,b12,positive,diversity initiatives,diversity initiatives,2,0.748,"word-boundary regex, hyphen/space flexible, case-insensitive",25,1,25,0.0125,14,26.92,2,Asset Management/Other; Financials,b02:13; b07:12; b08:12,3.739,2.545,b01,1.194," approachable and action oriented   people engagement and diversity initiatives are best in industry - launch of apollo pride india made me | eakfast and dinner, as well as unlimited drinks. - the best diversity initiatives i've seen at an organization - people are really nice and e |  quickly diluted by any member of senior management. -their diversity initiatives are just about checking a box. being different in any way f"
mined,b12,positive,diverse organization,diverse organization,2,0.744,"word-boundary regex, hyphen/space flexible, case-insensitive",12,2,13,0.0065,9,17.31,2,Asset Management/Other; Financials,b08:8; b10:3; b07:3,3.739,1.677,b08,2.062,"review. diverse organization with strong executive leadership.. inconsistent management  | highly dysfunctional corporate environment. diverse organization good salary and benefits good business university. highly | job. diverse organization many job opportunities. -very political and difficult to ge"
mined,b12,positive,diverse backgrounds,diverse backgrounds,2,0.744,"word-boundary regex, hyphen/space flexible, case-insensitive",37,1,38,0.0189,16,30.77,2,Asset Management/Other; Financials,b07:16; b08:12; b02:10,3.739,1.748,b01,1.991,"ack  work life balance  truly diverse firm with people from diverse backgrounds and different educational streams working in cohesion towar |  a very respectful firm, they need to hire people from more diverse backgrounds..  | cf review. work with experienced professionals with diverse backgrounds.. most of them are mid career and very senior.. "
mined,b12,positive,inclusive workplace,inclusive workplace,2,0.743,"word-boundary regex, hyphen/space flexible, case-insensitive",24,0,22,0.011,14,26.92,2,Asset Management/Other; Financials,b08:22; b02:7; b06:7,3.739,2.378,b08,1.361,"great company. very welcoming and inclusive workplace. lack of a proper induction.  | en to the employees who are fighting for a more diverse and inclusive workplace..  | ust say, trp is #1. their continuous efforts in creating an inclusive workplace, the implementation of collaboration days, and the brgs are"
mined,b12,positive,a diverse group,a diverse group,3,0.742,"word-boundary regex, hyphen/space flexible, case-insensitive",15,1,16,0.008,6,11.54,2,Asset Management/Other; Financials,b07:6; b02:5; b06:4,3.739,0.708,b06,3.03,good place to work and grow. a diverse group of businesses; good work/life balance; growing into new mar | at you can really improve your skills interacting with such a diverse group of people.. i always felt like they could easily conduct la | analyst. ability to network amongst a diverse group of professionals. work a lot of hours and take on a lot mor
mined,b12,positive,diverse experience,diverse experience,2,0.74,"word-boundary regex, hyphen/space flexible, case-insensitive",9,1,10,0.005,6,11.54,2,Asset Management/Other; Financials,b07:10; b02:5; b08:4,3.739,1.87,b07,1.869,"diverse experience with company. excellent work life balance and colleagues. m | good work life balance, good opportunity to rotate and have diverse experience. culture, pay, middle management is toxic and not achieveme | burning out. firm use to employ very good talent with diverse experience. burnout, too many uncertainties lack of leadership. "
mined,b12,positive,diverse group,diverse group,2,0.734,"word-boundary regex, hyphen/space flexible, case-insensitive",49,1,50,0.0249,18,34.62,2,Asset Management/Other; Financials,b07:20; b06:17; b08:13,3.739,1.152,b06,2.587,"r it. after some time you realize that the top is the least diverse group of all time, just a bunch of old swiss white men that are o | eam and sr. management is very supportive. very dynamic and diverse group of people. multiple career opportunities available within t | love this company. incredibly smart and diverse group of people.. unsure of how long hybrid working schedule will"
mined,b12,positive,diverse work,diverse work,2,0.733,"word-boundary regex, hyphen/space flexible, case-insensitive",76,3,78,0.0389,23,44.23,2,Asset Management/Other; Financials,b07:31; b02:23; b06:20,3.739,1.225,b01,2.514,"great place to work. career progression, diverse work, comps. any sort of change or feedback takes a long time to | good place to work. quite good work life balance.. more diverse work force would be nice..  | lusive. schroders is committed to creating an inclusive and diverse work environment where all employees feel valued, respected, and"
mined,b12,positive,diverse employees,diverse employees,2,0.733,"word-boundary regex, hyphen/space flexible, case-insensitive",10,1,11,0.0055,6,11.54,2,Asset Management/Other; Financials,b08:6; b09:5; b07:5,3.739,2.677,b11,1.062,"area.. no support, bad learning environment, no support for diverse employees. i was given a project that i had little experience with an | ivisions of the firm. they fail at supporting and promoting diverse employees and especially women of color regardless of strong performa | nefits, good salaries, opportunities for internal mobility, diverse employees. gender equality in opportunities is lacking on many teams."
mined,b12,positive,diverse community,diverse community,2,0.732,"word-boundary regex, hyphen/space flexible, case-insensitive",12,0,12,0.006,9,17.31,2,Asset Management/Other; Financials,b02:5; b04:4; b07:4,3.739,1.485,b04,2.253,"k. people are very friendly to work. - work life balance. - diverse community - work will be appriciated.. - wont get the contract extend | vanguard malvern. inclusive and diverse community. wellness perks such as an onsite gym and medical facility. |  groups and communities. opportunities for volunteers and a diverse community. high pressure, often organizationally disorganized   slow "
mined,b12,positive,culturally diverse,culturally diverse,2,0.732,"word-boundary regex, hyphen/space flexible, case-insensitive",15,1,16,0.008,12,23.08,2,Asset Management/Other; Financials,b02:8; b08:8; b10:6,3.739,1.821,b10,1.918," the time. integrity is highly desired a and encouraged.  a culturally diverse environment with offices throughout the world. friendly and | rk.. great atmosphere, strong hr policies. people friendly, culturally diverse. its a bank, so the nature of the work is monotonous.  | great culture, horrible compensation. culturally diverse, with attention to learning opportunities. everyone is trea"
mined,b12,positive,inclusive community,inclusive community,2,0.731,"word-boundary regex, hyphen/space flexible, case-insensitive",9,0,9,0.0045,8,15.38,2,Asset Management/Other; Financials,b09:3; b03:2; b07:2,3.739,1.703,b09,2.036,"amazing atmosphere. inclusive community and comfortable atmosphere.. i have none to mention..  | interview. friendly, inclusive community, intellectually challenging. took over three months from st | amazing company to work at. inclusive community, stimulating work, smart colleagues. no free food and bosto"
mined,b12,positive,diverse people,diverse people,2,0.725,"word-boundary regex, hyphen/space flexible, case-insensitive",24,1,25,0.0125,12,23.08,2,Asset Management/Other; Financials,b07:8; b08:6; b03:5,3.739,0.978,b03,2.761,"support systems intern. - relaxed environment, diverse people, training opportunities -  i was personally able to sit-in | good. dynamic culture and diverse people. management, lack of transparency to employees.  | ers lack worldly experience and are closed minded to manage diverse people. so the good ethos of the company doesn't filter down prope"
mined,b12,positive,inclusiveness,inclusiveness,1,0.719,"word-boundary regex, hyphen/space flexible, case-insensitive",46,2,48,0.0239,18,34.62,2,Asset Management/Other; Financials,b07:20; b08:16; b02:13,3.739,1.551,b11,2.188,"your 90 day check in. inclusiveness, team work, empowerment, collaborative and expertise. more  | toxic management. great benefits. broad culture of inclusiveness.. micromanagement. leadership does not listen poor collabor | lace to work. work culture flexibility work life balance inclusiveness global exposure. no permanent remote working opportunities"
mined,b12,positive,diverse staff,diverse staff,2,0.711,"word-boundary regex, hyphen/space flexible, case-insensitive",7,0,7,0.0035,7,13.46,2,Asset Management/Other; Financials,b07:2; b08:2; b04:1,3.739,1.381,b01,2.358,benefits. great benefits and diverse staff. conservative salary offsets the generous benefits package. | pm review. they have a diverse staff. they encourage retirement after 50.  | good entry level job. licensing process is very good. diverse staff so you can always find someone you relate to.. it is a big 
mined,b12,positive,more diversity,more diversity,2,0.709,"word-boundary regex, hyphen/space flexible, case-insensitive",39,0,37,0.0184,17,32.69,2,Asset Management/Other; Financials,b07:10; b06:6; b08:5,3.739,0.564,b01,3.175,"good place to work. family friendly policies , flexible. more diversity required at senior levels.  |  other office locations.   lower basic pay than average.  more diversity needed at higher levels..  | plenty of support for career development. would love to see more diversity from top down. "
mined,b12,positive,diverse work environment,diverse work environment,3,0.708,"word-boundary regex, hyphen/space flexible, case-insensitive",21,0,20,0.01,11,21.15,2,Asset Management/Other; Financials,b04:10; b07:8; b06:7,3.739,2.07,b04,1.669,"lusive. schroders is committed to creating an inclusive and diverse work environment where all employees feel valued, respected, and empowered.  | ates great managers (easy to work with) very friendly and diverse work environment. state street is a good place to work but there is an issue | project manager. professional and diverse work environment. the company has good values and people who work towards sa"
mined,b12,positive,diverse,diverse,1,0.707,"word-boundary regex, hyphen/space flexible, case-insensitive",1789,173,1883,0.9389,48,92.31,2,Asset Management/Other; Financials,b07:765; b08:555; b02:547,3.739,0.932,b01,2.807,"intern. exposure to diverse fund strategies. for investor relations job, limited learni | r it. after some time you realize that the top is the least diverse group of all time, just a bunch of old swiss white men that | ckage, flexible vacation and pto policies, predictable. non-diverse environment, inflexible/unrealistic wfh policy, micro-manag"
mined,b12,positive,racial diversity,racial diversity,2,0.707,"word-boundary regex, hyphen/space flexible, case-insensitive",5,4,9,0.0045,9,17.31,2,Asset Management/Other; Financials,b02:4; b08:4; b05:3,3.739,2.551,b11,1.188,"piness in people of color in general.. too many to list. no racial diversity at senior levels. if you want a very junior level job, go f | p environment, work life balance is a struggle . gender and racial diversity is top notch good benefits that include a pension which is  | eping the money makers online always. still need to work on racial diversity in upper management as well as economical and class bigotry"
