sheet,framework,dimension,pole,term,cosine_similarity,proposed_weight,expert_weight_override,base_weight,cross_load_count,effective_weight,corpus_frequency,is_seed,cross_loads_to,notes
job_employee__job_oriented,hofstede,job_employee,job_oriented,workload good,0.5948,0.5,,0.5,0,0.5,70,False,,
job_employee__job_oriented,hofstede,job_employee,job_oriented,difficult work,0.5939,0.5,,0.5,0,0.5,237,False,,
job_employee__job_oriented,hofstede,job_employee,job_oriented,work done,0.5935,0.5,,0.5,0,0.5,548,False,,
job_employee__job_oriented,hofstede,job_employee,job_oriented,operate,0.5918,0.5,,0.5,5,0.1429,188,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; mit__execution,
job_employee__job_oriented,hofstede,job_employee,job_oriented,work most,0.5918,0.5,,0.5,0,0.5,95,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,the culture,0.5935,0.5,0.25,0.25,4,0.0833,2227,False,open_closed__open_system; mit__diversity; mit__integrity; mit__respect,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,culture,0.5885,0.5,,0.5,4,0.1667,46353,False,open_closed__open_system; mit__diversity; mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,social,0.5817,0.5,,0.5,3,0.2,1158,False,tight_loose__loose_control; mit__collaboration; mit__integrity,
open_closed__closed_system,hofstede,open_closed,closed_system,dealing with,0.5714,0.5,0.25,0.25,4,0.0833,383,False,pragmatic_normative__normative; mit__execution; mit__integrity; mit__respect,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,cultural,0.57,0.5,,0.5,3,0.2,466,False,open_closed__open_system; mit__diversity; mit__integrity,
open_closed__closed_system,hofstede,open_closed,closed_system,the community,0.5698,0.5,0.25,0.25,1,0.1667,229,False,mit__collaboration,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,determined,0.5695,0.5,,0.5,5,0.1429,141,False,process_results__results_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__agility,
open_closed__closed_system,hofstede,open_closed,closed_system,culture and,0.5694,0.5,0.25,0.25,4,0.0833,6106,False,open_closed__open_system; mit__diversity; mit__integrity; mit__respect,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,colleagues with,0.5689,0.5,0.25,0.25,1,0.1667,62,False,mit__collaboration,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,culture with,0.5678,0.5,0.25,0.25,1,0.1667,643,False,mit__diversity,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,circumstances,0.5655,0.5,,0.5,1,0.3333,89,False,process_results__process_oriented,
open_closed__closed_system,hofstede,open_closed,closed_system,cliquey,0.5643,1,,1.0,0,1.0,136,True,,
open_closed__closed_system,hofstede,open_closed,closed_system,challenging,0.5639,0.5,,0.5,1,0.3333,4365,False,open_closed__open_system,
open_closed__closed_system,hofstede,open_closed,closed_system,resistant,0.5628,1,,1.0,0,1.0,101,True,,
open_closed__closed_system,hofstede,open_closed,closed_system,outsiders,0.5625,0.5,,0.5,0,0.5,67,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,struggle,0.5603,0.5,,0.5,0,0.5,308,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,mutual,0.5599,0.5,0.25,0.25,1,0.1667,447,False,mit__collaboration,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,socially,0.5598,0.5,,0.5,0,0.5,54,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,involved with,0.5591,0.5,0.25,0.25,2,0.125,130,False,tight_loose__loose_control; mit__collaboration,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,the rules,0.559,0.5,0.25,0.25,3,0.1,63,False,process_results__process_oriented; tight_loose__tight_control; mit__integrity,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,understanding,0.5581,0.5,0.25,0.25,5,0.0714,1119,False,open_closed__open_system; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__integrity; mit__respect,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,breaking,0.5575,0.5,,0.5,0,0.5,91,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,community,0.5574,0.5,0.25,0.25,1,0.1667,1417,False,mit__collaboration,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,broad,0.5566,0.5,0.25,0.25,1,0.1667,321,False,pragmatic_normative__pragmatic,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,culture they,0.5558,0.5,0.25,0.25,1,0.1667,160,False,mit__diversity,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,strong culture,0.5553,0.5,,0.5,0,0.5,491,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,community and,0.553,0.5,0.25,0.25,2,0.125,142,False,mit__collaboration; mit__diversity,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,tough culture,0.5529,0.5,,0.5,0,0.5,64,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,tricky,0.5524,0.5,,0.5,0,0.5,124,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,with colleagues,0.5517,0.5,0.25,0.25,1,0.1667,175,False,mit__collaboration,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,culture the,0.5512,0.5,0.25,0.25,1,0.1667,894,False,mit__diversity,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__closed_system,hofstede,open_closed,closed_system,keeping,0.5493,0.25,,0.25,2,0.125,424,False,mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,culture some,0.549,0.25,,0.25,2,0.125,148,False,open_closed__open_system; mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,communities,0.5486,0.25,,0.25,1,0.1667,75,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,difficult,0.5476,0.25,,0.25,1,0.1667,6285,False,mit__agility,
open_closed__closed_system,hofstede,open_closed,closed_system,society,0.5475,0.25,,0.25,3,0.1,61,False,tight_loose__loose_control; mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,associated with,0.5472,0.25,,0.25,0,0.25,134,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,how work,0.5449,0.25,,0.25,2,0.125,81,False,process_results__process_oriented; process_results__results_oriented,
open_closed__closed_system,hofstede,open_closed,closed_system,familiar with,0.5447,0.25,,0.25,0,0.25,76,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,constructive,0.5435,0.25,0.25,0.25,3,0.1,114,False,open_closed__open_system; pragmatic_normative__normative; mit__integrity,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,competitive with,0.5435,0.25,,0.25,4,0.0833,190,False,open_closed__open_system; pragmatic_normative__pragmatic; mit__collaboration; mit__performance,
open_closed__closed_system,hofstede,open_closed,closed_system,strict,0.5429,0.25,,0.25,2,0.125,977,False,tight_loose__tight_control; mit__integrity,
open_closed__closed_system,hofstede,open_closed,closed_system,workplace with,0.5429,0.25,,0.25,2,0.125,89,False,job_employee__employee_oriented; mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,struggles,0.5428,0.25,,0.25,0,0.25,82,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,not clear,0.5427,0.25,,0.25,0,0.25,229,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,modern,0.5419,0.25,0.25,0.25,0,0.25,601,False,,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,colleagues,0.5419,0.25,,0.25,1,0.1667,6875,False,mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,culturally,0.5417,0.25,,0.25,4,0.0833,93,False,open_closed__open_system; mit__diversity; mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,experience with,0.5414,0.25,,0.25,2,0.125,572,False,open_closed__open_system; mit__customer_orientation,
open_closed__closed_system,hofstede,open_closed,closed_system,experiences,0.5406,0.25,,0.25,4,0.0833,580,False,open_closed__open_system; mit__diversity; mit__innovation; mit__integrity,
open_closed__closed_system,hofstede,open_closed,closed_system,confusion,0.5405,0.25,,0.25,1,0.1667,160,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,expertise,0.5404,0.25,,0.25,3,0.1,464,False,professional_parochial__professional; open_closed__open_system; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,culture this,0.5396,0.25,,0.25,1,0.1667,73,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,inside,0.5394,0.25,,0.25,0,0.25,462,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,colleagues the,0.5385,0.25,,0.25,1,0.1667,108,False,mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,difficult and,0.5384,0.25,,0.25,0,0.25,145,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,culture that,0.5382,0.25,,0.25,1,0.1667,403,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,concerning,0.5381,0.25,,0.25,0,0.25,51,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,culture but,0.5381,0.25,,0.25,1,0.1667,402,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,respectful,0.538,0.25,0.25,0.25,4,0.0833,495,False,pragmatic_normative__normative; mit__diversity; mit__integrity; mit__respect,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,stuck with,0.5379,0.25,,0.25,0,0.25,135,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,influence,0.5376,0.25,,0.25,4,0.0833,210,False,open_closed__open_system; tight_loose__loose_control; pragmatic_normative__normative; mit__integrity,
open_closed__closed_system,hofstede,open_closed,closed_system,politics,0.537,1,,1.0,0,1.0,7510,True,,
open_closed__closed_system,hofstede,open_closed,closed_system,challenging for,0.5358,0.25,,0.25,0,0.25,78,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,working with,0.5353,0.25,,0.25,4,0.0833,1731,False,process_results__process_oriented; job_employee__job_oriented; mit__collaboration; mit__execution,
open_closed__closed_system,hofstede,open_closed,closed_system,straightforward,0.5352,0.25,0.25,0.25,4,0.0833,85,False,process_results__process_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__agility,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,wall,0.5349,0.25,,0.25,0,0.25,502,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,dealing,0.5348,0.25,,0.25,3,0.1,410,False,pragmatic_normative__normative; mit__execution; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,dealt with,0.5347,0.25,,0.25,2,0.125,60,False,mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,from colleagues,0.5338,0.25,,0.25,0,0.25,68,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,increasingly,0.5337,0.25,,0.25,3,0.1,191,False,open_closed__open_system; pragmatic_normative__pragmatic; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,difficult change,0.5336,0.25,,0.25,0,0.25,50,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,discussion,0.5336,0.25,0.25,0.25,0,0.25,129,False,,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,hardworking,0.5336,0.25,0.25,0.25,4,0.0833,460,False,process_results__results_oriented; job_employee__job_oriented; tight_loose__loose_control; pragmatic_normative__pragmatic,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,competitive the,0.5335,0.25,,0.25,0,0.25,123,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,together,0.5334,0.25,0.25,0.25,1,0.1667,664,False,mit__collaboration,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,culture one,0.5334,0.25,,0.25,1,0.1667,83,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,the politics,0.5328,0.25,,0.25,0,0.25,159,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,culture here,0.5326,0.25,,0.25,0,0.25,106,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,isolated,0.5323,0.25,,0.25,1,0.1667,127,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,culture bit,0.531,0.25,,0.25,1,0.1667,62,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,apart from,0.5308,0.25,,0.25,2,0.125,266,False,pragmatic_normative__pragmatic; mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,internal,0.5304,0.25,,0.25,0,0.25,5568,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,conflict,0.5303,0.25,,0.25,2,0.125,107,False,mit__collaboration; mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,against,0.5301,0.25,,0.25,0,0.25,739,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,unknown,0.5295,0.25,,0.25,0,0.25,61,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,strict and,0.5294,0.25,,0.25,1,0.1667,56,False,tight_loose__tight_control,
open_closed__closed_system,hofstede,open_closed,closed_system,politics the,0.5286,0.25,,0.25,0,0.25,166,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,unclear,0.5285,0.25,,0.25,1,0.1667,510,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,complicated and,0.5284,0.25,,0.25,1,0.1667,50,False,pragmatic_normative__pragmatic,
open_closed__closed_system,hofstede,open_closed,closed_system,involved,0.5283,0.25,0.25,0.25,1,0.1667,1000,False,mit__collaboration,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,political,0.5282,0.25,,0.25,0,0.25,3070,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,culture hard,0.5281,0.25,,0.25,0,0.25,98,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,understanding the,0.5278,0.25,0.25,0.25,1,0.1667,172,False,pragmatic_normative__normative,Mixed polarity — reduce weight (override 0.25)
open_closed__closed_system,hofstede,open_closed,closed_system,ties,0.5276,0.25,,0.25,0,0.25,54,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,there culture,0.5276,0.25,,0.25,1,0.1667,81,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,culture changing,0.5275,0.25,,0.25,1,0.1667,54,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,difficulty,0.5273,0.25,,0.25,1,0.1667,183,False,mit__agility,
open_closed__closed_system,hofstede,open_closed,closed_system,some politics,0.5272,0.25,,0.25,0,0.25,79,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,away with,0.527,0.25,,0.25,0,0.25,170,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,welcoming,0.5268,0.25,,0.25,3,0.1,761,False,open_closed__open_system; mit__diversity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,living,0.5268,0.25,,0.25,1,0.1667,627,False,mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,culture all,0.5266,0.25,,0.25,1,0.1667,80,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,peer,0.5266,0.25,,0.25,1,0.1667,365,False,mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,apart,0.5265,0.25,,0.25,2,0.125,413,False,mit__collaboration; mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,progressive,0.5264,0.25,,0.25,1,0.1667,348,False,tight_loose__loose_control,
open_closed__closed_system,hofstede,open_closed,closed_system,traditional,0.526,1,,1.0,0,1.0,471,True,,
open_closed__closed_system,hofstede,open_closed,closed_system,culture from,0.5257,0.25,,0.25,0,0.25,55,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,groups,0.5256,0.25,,0.25,2,0.125,1395,False,mit__collaboration; mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,discuss,0.5255,0.25,,0.25,1,0.1667,226,False,mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,style and,0.5254,0.25,,0.25,0,0.25,52,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,associated,0.5254,0.25,,0.25,0,0.25,177,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,spread,0.5251,0.25,,0.25,0,0.25,192,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,counterparts,0.525,0.25,,0.25,0,0.25,128,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,consensus,0.525,0.25,,0.25,1,0.1667,215,False,mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,friendly culture,0.5249,0.25,,0.25,0,0.25,348,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,complicated,0.5249,0.25,,0.25,0,0.25,413,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,respectable,0.5248,0.25,,0.25,2,0.125,105,False,mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,the situation,0.5247,0.25,,0.25,0,0.25,86,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,culture very,0.5247,0.25,,0.25,0,0.25,908,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,culture strong,0.5246,0.25,,0.25,0,0.25,133,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,disorganised,0.5246,0.25,,0.25,0,0.25,71,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,workplace,0.5245,0.25,,0.25,3,0.1,2553,False,job_employee__job_oriented; job_employee__employee_oriented; mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,being made,0.5243,0.25,,0.25,2,0.125,82,False,tight_loose__loose_control; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,failure,0.5241,0.25,,0.25,0,0.25,157,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,anti,0.5241,0.25,,0.25,0,0.25,72,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,knowledge,0.524,0.25,,0.25,3,0.1,3109,False,open_closed__open_system; pragmatic_normative__normative; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,competition and,0.5239,0.25,,0.25,5,0.0714,78,False,process_results__results_oriented; open_closed__open_system; pragmatic_normative__pragmatic; mit__innovation; mit__performance,
open_closed__closed_system,hofstede,open_closed,closed_system,approach,0.5238,0.25,,0.25,4,0.0833,973,False,process_results__process_oriented; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,enforced,0.5238,0.25,,0.25,2,0.125,56,False,process_results__process_oriented; tight_loose__tight_control,
open_closed__closed_system,hofstede,open_closed,closed_system,back culture,0.5237,0.25,,0.25,0,0.25,82,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,inclusivity,0.5236,0.25,,0.25,0,0.25,80,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,surrounded,0.5235,0.25,,0.25,0,0.25,461,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,difficulties,0.5234,0.25,,0.25,0,0.25,97,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,putting,0.5233,0.25,,0.25,0,0.25,371,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,disorganized,0.5232,0.25,,0.25,0,0.25,453,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,outsider,0.5231,0.25,,0.25,0,0.25,51,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,established,0.5228,0.25,,0.25,0,0.25,587,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,choosing,0.5228,0.25,,0.25,2,0.125,52,False,open_closed__open_system; mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,colleagues very,0.5227,0.25,,0.25,0,0.25,93,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,tolerated,0.5226,0.25,,0.25,1,0.1667,99,False,mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,the industry,0.5225,0.25,,0.25,5,0.0714,3207,False,professional_parochial__professional; tight_loose__loose_control; pragmatic_normative__pragmatic; mit__customer_orientation; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,problem with,0.5223,0.25,,0.25,0,0.25,84,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,design,0.5223,0.25,,0.25,8,0.05,306,False,process_results__process_oriented; open_closed__open_system; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__diversity; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,them with,0.5222,0.25,,0.25,0,0.25,93,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,complex,0.5221,0.25,,0.25,2,0.125,926,False,tight_loose__loose_control; pragmatic_normative__normative,
open_closed__closed_system,hofstede,open_closed,closed_system,changing,0.5218,0.25,,0.25,2,0.125,1496,False,open_closed__open_system; mit__agility,
open_closed__closed_system,hofstede,open_closed,closed_system,decisions,0.5216,0.25,,0.25,7,0.0556,1797,False,process_results__process_oriented; process_results__results_oriented; tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__integrity,
open_closed__closed_system,hofstede,open_closed,closed_system,discussions,0.5213,0.25,,0.25,0,0.25,112,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,strong,0.521,0.25,,0.25,1,0.1667,5423,False,mit__agility,
open_closed__closed_system,hofstede,open_closed,closed_system,secure,0.521,0.25,,0.25,2,0.125,324,False,mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,politically,0.521,0.25,,0.25,0,0.25,139,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,respected,0.5209,0.25,,0.25,2,0.125,677,False,mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,experience people,0.5206,0.25,,0.25,1,0.1667,59,False,open_closed__open_system,
open_closed__closed_system,hofstede,open_closed,closed_system,the knowledge,0.5205,0.25,,0.25,2,0.125,93,False,pragmatic_normative__normative; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,rules,0.5205,0.25,,0.25,2,0.125,614,False,process_results__process_oriented; tight_loose__tight_control,
open_closed__closed_system,hofstede,open_closed,closed_system,respect and,0.5204,0.25,,0.25,4,0.0833,146,False,pragmatic_normative__normative; mit__diversity; mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,disorganized and,0.5203,0.25,,0.25,0,0.25,91,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,against the,0.5201,0.25,,0.25,0,0.25,94,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,the business,0.5201,0.25,,0.25,3,0.1,2048,False,tight_loose__loose_control; pragmatic_normative__normative; mit__customer_orientation,
open_closed__closed_system,hofstede,open_closed,closed_system,situations,0.5199,0.25,,0.25,4,0.0833,249,False,process_results__results_oriented; pragmatic_normative__pragmatic; pragmatic_normative__normative; mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,wear,0.5198,0.25,,0.25,0,0.25,230,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,confused,0.5198,0.25,,0.25,0,0.25,135,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,restrictive,0.5198,0.25,,0.25,1,0.1667,127,False,mit__diversity,
open_closed__closed_system,hofstede,open_closed,closed_system,learning,0.5198,0.25,,0.25,2,0.125,11139,False,open_closed__open_system; mit__innovation,
open_closed__closed_system,hofstede,open_closed,closed_system,authority,0.5195,0.25,,0.25,3,0.1,108,False,tight_loose__tight_control; tight_loose__loose_control; pragmatic_normative__normative,
open_closed__closed_system,hofstede,open_closed,closed_system,fashion,0.5195,0.25,,0.25,0,0.25,88,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,discouraged,0.519,0.25,,0.25,0,0.25,131,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,the workplace,0.5189,0.25,,0.25,4,0.0833,260,False,job_employee__job_oriented; job_employee__employee_oriented; tight_loose__loose_control; mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,regarded,0.5187,0.25,,0.25,4,0.0833,104,False,open_closed__open_system; pragmatic_normative__pragmatic; mit__performance; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,narrow,0.5185,0.25,,0.25,0,0.25,143,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,exposed,0.5183,0.25,,0.25,1,0.1667,196,False,mit__integrity,
open_closed__closed_system,hofstede,open_closed,closed_system,how the,0.5183,0.25,,0.25,0,0.25,289,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,career the,0.5183,0.25,,0.25,3,0.1,301,False,process_results__results_oriented; professional_parochial__professional; open_closed__open_system,
open_closed__closed_system,hofstede,open_closed,closed_system,understand how,0.5182,0.25,,0.25,0,0.25,81,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,respectful and,0.5182,0.25,,0.25,4,0.0833,74,False,pragmatic_normative__normative; mit__diversity; mit__integrity; mit__respect,
open_closed__closed_system,hofstede,open_closed,closed_system,culture there,0.518,0.25,,0.25,0,0.25,199,False,,
open_closed__closed_system,hofstede,open_closed,closed_system,cooperative,0.5179,0.25,,0.25,2,0.125,214,False,tight_loose__loose_control; mit__collaboration,
open_closed__closed_system,hofstede,open_closed,closed_system,education,0.5179,0.25,,0.25,2,0.125,957,False,professional_parochial__professional; open_closed__open_system,
open_closed__closed_system,hofstede,open_closed,closed_system,rules and,0.5179,0.25,,0.25,2,0.125,101,False,process_results__process_oriented; tight_loose__tight_control,
open_closed__open_system,hofstede,open_closed,open_system,perspectives,0.6367,0.5,,0.5,1,0.3333,95,False,mit__diversity,
open_closed__open_system,hofstede,open_closed,open_system,welcoming,0.6311,1,,1.0,3,0.4,761,True,open_closed__closed_system; mit__diversity; mit__respect,
open_closed__open_system,hofstede,open_closed,open_system,welcoming and,0.6255,0.5,0.25,0.25,2,0.125,166,False,mit__diversity; mit__respect,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__open_system,hofstede,open_closed,open_system,new opportunities,0.6205,0.5,,0.5,1,0.3333,117,False,mit__innovation,
open_closed__open_system,hofstede,open_closed,open_system,diverse work,0.6199,0.5,,0.5,1,0.3333,80,False,mit__diversity,
open_closed__open_system,hofstede,open_closed,open_system,creativity and,0.6182,0.5,0.25,0.25,3,0.1,64,False,process_results__results_oriented; pragmatic_normative__pragmatic; mit__innovation,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__open_system,hofstede,open_closed,open_system,diversity and,0.616,0.5,0.25,0.25,1,0.1667,629,False,mit__diversity,Generic stopword/duplicated-token bigram — weight reduced to 0.25
open_closed__open_system,hofstede,open_closed,open_system,open minded,0.6145,0.5,,0.5,0,0.5,153,False,,
open_closed__open_system,hofstede,open_closed,open_system,creativity,0.6143,0.5,,0.5,2,0.25,323,False,pragmatic_normative__pragmatic; mit__innovation,
open_closed__open_system,hofstede,open_closed,open_system,diversity work,0.61,0.5,,0.5,1,0.3333,61,False,mit__diversity,
open_closed__open_system,hofstede,open_closed,open_system,new ideas,0.6068,0.5,,0.5,1,0.3333,343,False,mit__innovation,
open_closed__open_system,hofstede,open_closed,open_system,open culture,0.6055,0.5,,0.5,1,0.3333,215,False,mit__diversity,
